Distance,Exact,VQE Sim,VQE IBMQ (error mitigation),VQE IBMQ (uncorrected)
0.735,-1.1373060357534004,-1.1369788380078885,nan,nan
0.2,0.15748213479839457,0.155759867541867,nan,nan
0.22323232323232323,-0.09094392353054781,-0.09320214813875527,nan,nan
0.24646464646464647,-0.2862701183490999,-0.2866917291230733,nan,nan
0.2696969696969697,-0.4422389674902709,-0.4424980997813901,nan,nan
0.29292929292929293,-0.5682973635701218,-0.5670315272932593,nan,nan
0.31616161616161614,-0.6711575012221536,-0.6718306153361229,nan,nan
0.33939393939393936,-0.7557184624207389,-0.7559387030725215,nan,nan
0.36262626262626263,-0.8256358776451911,-0.8244607540326612,nan,nan
0.38585858585858585,-0.8836882880192263,-0.8858498298525224,nan,nan
0.40909090909090906,-0.9320210252208923,-0.9358517358397749,nan,nan
0.43232323232323233,-0.9723134757510865,-0.9721033615209909,nan,nan
0.45555555555555555,-1.0058967534897414,-1.0086767647807904,nan,nan
0.47878787878787876,-1.0338382506732626,-1.0346831785609536,nan,nan
0.502020202020202,-1.057003428543088,-1.0551005051850173,nan,nan
0.5252525252525253,-1.07610156853915,-1.07848594321973,nan,nan
0.5484848484848485,-1.09171997669774,-1.094414289642164,nan,nan
0.5717171717171716,-1.1043497340734076,-1.1062985028767935,nan,nan
0.5949494949494949,-1.1144051825507648,-1.1117580909117044,nan,nan
0.6181818181818182,-1.1222387350293568,-1.1183763771130033,nan,nan
0.6414141414141414,-1.1281521869656195,-1.1280958103778593,nan,nan
0.6646464646464646,-1.1324054137042898,-1.132329063991373,nan,nan
0.6878787878787878,-1.1352231231710808,-1.1353508617026455,nan,nan
0.711111111111111,-1.1368001709472713,-1.1369587783362178,nan,nan
0.7343434343434343,-1.137305819026508,-1.1381164880528019,nan,nan
0.7575757575757576,-1.1368872211400947,-1.1386642491856676,nan,nan
0.7808080808080808,-1.1356723403991587,-1.1330334947219516,nan,nan
0.8040404040404039,-1.133772445098816,-1.134906040356444,nan,nan
0.8272727272727272,-1.1312842828974976,-1.133741432938269,nan,nan
0.8505050505050504,-1.1282919998207164,-1.128896578732503,nan,nan
0.8737373737373737,-1.12486884654744,-1.121225832781314,nan,nan
0.896969696969697,-1.1210786982972691,-1.1213628990386189,nan,nan
0.92020202020202,-1.116977404605473,-1.1119995616746654,nan,nan
0.9434343434343433,-1.1126139797769978,-1.1142401451526829,nan,nan
0.9666666666666666,-1.1080316424857406,-1.1105460857250447,nan,nan
0.9898989898989898,-1.1032687126943914,-1.1026475912937048,nan,nan
1.013131313131313,-1.0983593749089038,-1.0989994763130464,nan,nan
1.0363636363636362,-1.09333431806914,-1.0936596982079265,nan,nan
1.0595959595959594,-1.0882212636467314,-1.0885214946085104,nan,nan
1.0828282828282827,-1.0830453944755059,-1.0816099481518666,nan,nan
1.106060606060606,-1.0778296973291246,-1.0804484008435045,nan,nan
1.1292929292929292,-1.0725952322470984,-1.071003255568689,nan,nan
1.1525252525252525,-1.0673613411259404,-1.0670906954567592,nan,nan
1.1757575757575756,-1.0621458072217544,-1.062527494972919,nan,nan
1.1989898989898988,-1.056964976058741,-1.0556849530863845,nan,nan
1.222222222222222,-1.0518338469152066,-1.052544163725876,nan,nan
1.2454545454545454,-1.0467661426679786,-1.0454332914905267,nan,nan
1.2686868686868684,-1.0417743644032367,-1.0433681830077732,nan,nan
1.2919191919191917,-1.0368698359130666,-1.037821933381391,nan,nan
1.315151515151515,-1.0320627420388053,-1.031512923129809,nan,nan
1.3383838383838382,-1.027362163820166,-1.0276258559583384,nan,nan
1.3616161616161615,-1.0227761125714996,-1.0246352860241865,nan,nan
1.3848484848484846,-1.0183115643326046,-1.021663772872544,nan,nan
1.4080808080808078,-1.0139744956155612,-1.01408925435637,nan,nan
1.431313131313131,-1.0097699209736573,-1.0073158621669478,nan,nan
1.4545454545454544,-1.0057019326321783,-1.0071123478780766,nan,nan
1.4777777777777776,-1.0017737422208886,-1.0018755905902252,nan,nan
1.501010101010101,-0.9979877245139354,-0.9986152673358081,nan,nan
1.524242424242424,-0.9943454629966384,-0.9954434319172294,nan,nan
1.5474747474747472,-0.9908477970245608,-0.9940402826173336,nan,nan
1.5707070707070705,-0.9874948703074076,-0.9879902251677404,nan,nan
1.5939393939393938,-0.984286180429058,-0.985879116799209,nan,nan
1.617171717171717,-0.9812206291016211,-0.9834075430051751,nan,nan
1.64040404040404,-0.9782965728398925,-0.9798467020781951,nan,nan
1.6636363636363634,-0.9755118737349237,-0.9753468701123363,nan,nan
1.6868686868686866,-0.9728639499987214,-0.9747059200097957,nan,nan
1.71010101010101,-0.9703498259488361,-0.9731935089101187,nan,nan
1.7333333333333332,-0.9679661811023221,-0.967257351577131,nan,nan
1.7565656565656562,-0.965709398054416,-0.9671878363472113,nan,nan
1.7797979797979795,-0.9635756088290727,-0.9649696151062989,nan,nan
1.8030303030303028,-0.9615607394068239,-0.962241151372028,nan,nan
1.826262626262626,-0.9596605521604011,-0.9604078295114657,nan,nan
1.8494949494949493,-0.9578706859591237,-0.9566583865889657,nan,nan
1.8727272727272724,-0.9561866937391297,-0.9561414100157399,nan,nan
1.8959595959595956,-0.9546040773765192,-0.9545288318957124,nan,nan
1.919191919191919,-0.9531183197422717,-0.9523728416928818,nan,nan
1.9424242424242422,-0.9517249138622396,-0.9522412408552664,nan,nan
1.9656565656565654,-0.9504193891473779,-0.9498219135796316,nan,nan
1.9888888888888887,-0.9491973347016067,-0.9497637154374121,nan,nan
2.0121212121212118,-0.9480544197527235,-0.9463376547441952,nan,nan
2.035353535353535,-0.9469864112864244,-0.946364038390602,nan,nan
2.0585858585858583,-0.9459891889937362,-0.9455326386437548,nan,nan
2.0818181818181816,-0.9450587576674224,-0.9469959735462804,nan,nan
2.105050505050505,-0.9441912572029892,-0.9438498038338695,nan,nan
2.128282828282828,-0.9433829703753059,-0.945955728388446,nan,nan
2.1515151515151514,-0.9426303285718978,-0.9433166255807255,nan,nan
2.1747474747474747,-0.9419299156699926,-0.9432172794353127,nan,nan
2.197979797979798,-0.9412784702460294,-0.9431618831526735,nan,nan
2.221212121212121,-0.9406728863046507,-0.9421718510662587,nan,nan
2.2444444444444445,-0.9401102127093399,-0.9404823354217233,nan,nan
2.2676767676767677,-0.9395876514896389,-0.9402480919195593,nan,nan
2.290909090909091,-0.939102555190748,-0.9390530151209632,nan,nan
2.314141414141414,-0.9386524234206322,-0.9374460394620441,nan,nan
2.337373737373737,-0.9382348987381108,-0.9369139571870808,nan,nan
2.3606060606060604,-0.9378477620134467,-0.938889516067742,nan,nan
2.3838383838383836,-0.9374889273801223,-0.9380212147273348,nan,nan
2.407070707070707,-0.9371564368844552,-0.934979439827968,nan,nan
2.43030303030303,-0.9368484549274017,-0.934884511624104,nan,nan
2.4535353535353535,-0.9365632625812774,-0.936122117590565,nan,nan
2.4767676767676767,-0.936299251853052,-0.9365379345895952,nan,nan
2.5,-0.9360549199556063,-0.9357629660020077,nan,nan
0.735,-1.1373060357534004,-1.139492373452176,-1.0934236146537928,-0.9840548777807981
0.3,-0.6018037107656831,-0.6035761009958569,-0.5426837680140313,-0.1178327523142444
0.5,-1.055159794470624,-1.0541182483965297,-1.0017842443778362,-0.7562594552422475
1.0,-1.1011503302326178,-1.1041180143735576,-1.0859064967719734,-0.9718224562700694
1.5,-0.9981493534714101,-0.9981151185835604,-0.9381304902443599,-0.8789754724418133
2.0,-0.9486411121761853,-0.9490115568265991,-0.9224665859029701,-0.8168067520105473
